ID,TV,Radio,Newspaper,Sales,Predicted_Sales,Residuals,TV_Group,Sales_Group
150,44.7,25.8,20.6,10.1,9.827271101130343,0.2727288988696568,Low,Low
151,280.7,13.9,37.0,16.1,18.36720534138094,-2.26720534138094,High,High
152,121.0,8.4,48.7,11.6,10.009537700506845,1.5904622994931543,Medium,Medium
153,197.6,23.3,14.2,16.6,16.360000304436973,0.23999969556302858,Medium,High
154,171.3,39.7,37.7,19.0,18.22390131992038,0.7760986800796204,Medium,High
155,187.8,21.1,9.5,15.6,15.501616959053667,0.09838304094633266,Medium,Medium
156,4.1,11.6,5.7,3.2,5.307558901735592,-2.107558901735592,Low,Low
157,93.9,43.5,50.5,15.3,15.384851915018084,-0.08485191501808309,Low,Medium
158,149.8,1.3,24.3,10.1,10.014311199739465,0.08568880026053449,Medium,Low
159,11.7,36.9,45.2,7.3,10.384198660049375,-3.084198660049375,Low,Low
160,131.7,18.4,34.6,12.9,12.399148227960556,0.5008517720394448,Medium,Medium
161,172.5,18.1,30.7,14.4,14.213832980330974,0.1861670196690266,Medium,Medium
162,85.7,35.8,49.3,13.3,13.559145683664621,-0.2591456836646202,Low,Medium
163,188.4,18.1,25.6,14.9,14.946782057588425,-0.04678205758842502,Medium,Medium
164,163.5,36.8,7.4,18.0,17.351636075492515,0.6483639245074855,Medium,High
165,117.2,14.7,5.4,11.9,11.068294603100238,0.8317053968997623,Medium,Medium
166,234.5,3.4,84.8,11.9,14.223721376270063,-2.323721376270063,High,Medium
167,17.9,37.6,21.6,8.0,10.824395309518021,-2.824395309518021,Low,Low
168,206.8,5.2,19.4,12.2,13.363246772586258,-1.163246772586259,High,Medium
169,215.4,23.6,57.6,17.1,17.18614280057505,-0.08614280057504686,High,High
170,284.3,10.6,6.4,15.0,17.94155629629007,-2.94155629629007,High,Medium
171,50.0,11.6,18.4,8.4,7.394979966498895,1.005020033501105,Low,Low
172,164.5,20.9,47.4,14.5,14.358273730249415,0.14172626975058478,Medium,Medium
173,19.6,20.1,17.0,7.6,7.607692378719012,-0.007692378719012183,Low,Low
174,168.4,7.1,12.8,11.7,11.97093887332392,-0.27093887332392086,Medium,Medium
175,222.4,3.4,13.1,11.5,13.744357417405293,-2.2443574174052934,High,Medium
176,276.9,48.9,41.8,27.0,24.786870314183695,2.2131296858163054,High,High
177,248.4,30.2,20.3,20.2,19.979372702747682,0.22062729725231733,High,High
178,170.2,7.8,35.2,11.7,12.162046402834914,-0.4620464028349147,Medium,Medium
179,276.7,2.3,23.7,11.8,16.01099722077311,-4.210997220773109,High,Medium
180,165.6,10.0,17.6,12.6,12.384554948507715,0.215445051492285,Medium,Medium
181,156.6,2.6,8.3,10.5,10.587199699509451,-0.08719969950945128,Medium,Low
182,218.5,5.4,27.4,12.2,13.928099183458242,-1.7280991834582426,High,Medium
183,56.2,5.7,29.7,8.7,6.554669997124974,2.145330002875025,Low,Low
184,287.6,43.0,71.8,26.2,24.133100129464758,2.0668998705352415,High,High
185,253.8,21.3,30.0,17.6,18.53852095512279,-0.9385209551227902,High,High
186,205.0,45.1,19.6,22.6,20.8030105871944,1.7969894128056012,High,High
187,139.5,2.1,26.6,10.3,9.691373131085737,0.6086268689142642,Medium,Low
188,191.1,28.7,18.2,17.3,17.076442228165288,0.22355777183471304,Medium,High
189,286.0,13.9,3.7,15.9,18.644306480609004,-2.744306480609003,High,High
190,18.7,12.1,23.4,6.7,6.051624106991672,0.6483758930083283,Low,Low
191,39.5,41.1,5.8,10.8,12.489159100639448,-1.689159100639447,Low,Low
192,75.5,10.8,6.0,9.9,8.424019325803677,1.4759806741963235,Low,Low
193,17.2,4.1,31.6,5.9,4.466229560514636,1.4337704394853645,Low,Low
194,166.8,42.0,3.6,19.6,18.486957967031397,1.113042032968604,Medium,High
195,149.7,35.6,6.0,17.3,16.495300438165646,0.8046995618343544,Medium,High
196,38.2,3.7,13.8,7.6,5.3703424844667795,2.22965751553322,Low,Low
197,94.2,4.9,8.1,9.7,8.165312360613006,1.534687639386993,Low,Low
198,177.0,9.3,6.4,12.8,12.785920816932238,0.014079183067762457,Medium,Medium
199,283.6,42.0,66.2,25.5,23.767321491762832,1.7326785082371678,High,High
200,232.1,8.6,8.7,13.4,15.173195535684208,-1.7731955356842075,High,Medium
